mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.00040001869201660155,0.0004899208473093903,0.0,0.0,gini,4,auto,100,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 100}",,,,,,,,101
0.00039997100830078123,0.0004898625339533384,0.0,0.0,gini,4,auto,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 200}",,,,,,,,101
0.00019993782043457032,0.00039987564086914064,0.0,0.0,gini,4,auto,300,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 300}",,,,,,,,101
0.00020012855529785156,0.0004002571105957031,0.0,0.0,gini,4,auto,400,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 400}",,,,,,,,101
0.0004000663757324219,0.0004899792418945042,0.0,0.0,gini,4,auto,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 500}",,,,,,,,101
0.1002049446105957,0.01160046561044557,0.008200645446777344,0.0009799584953901974,gini,4,sqrt,100,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 100}",0.6214285714285713,0.5418367346938775,0.6218487394957983,0.5285714285714285,0.5439560439560439,0.5715283036291439,0.04125359348301033,16
0.23861322402954102,0.015239957602378998,0.01760110855102539,0.0017438981916909275,gini,4,sqrt,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",0.576530612244898,0.5051020408163265,0.7058823529411765,0.5131868131868131,0.5395604395604395,0.5680524517499308,0.07328539848840478,20
0.41202263832092284,0.006841455879096576,0.02600131034851074,0.0020980112410154505,gini,4,sqrt,300,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 300}",0.5928571428571429,0.4989795918367347,0.657563025210084,0.512087912087912,0.5417582417582417,0.5606491827500231,0.05822001143579662,40
0.5840314865112305,0.012791565977947467,0.03540205955505371,0.0036663307568222145,gini,4,sqrt,400,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 400}",0.6112244897959184,0.5265306122448979,0.657563025210084,0.5131868131868131,0.5395604395604395,0.5696130759996306,0.05551555835870233,18
0.7706415176391601,0.02936536252623355,0.038602256774902345,0.003137005776495373,gini,4,sqrt,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 500}",0.5642857142857143,0.5122448979591836,0.6974789915966386,0.5164835164835165,0.5373626373626373,0.5655711515375381,0.06848406548364513,27
0.15080842971801758,0.017267959101191693,0.011600494384765625,0.0008000135475042733,gini,4,log2,100,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 100}",0.5132653061224489,0.5153061224489797,0.7058823529411764,0.5087912087912088,0.5307692307692307,0.5548028442146089,0.07590133230402206,68
0.3210175037384033,0.010936654664663282,0.019001007080078125,0.0014144145261826397,gini,4,log2,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",0.5459183673469388,0.5204081632653061,0.634453781512605,0.5230769230769231,0.5373626373626373,0.552243974512882,0.04215247474487813,82
0.5028270244598388,0.004915451835971125,0.024601078033447264,0.0007998228126422628,gini,4,log2,300,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 300}",0.6081632653061224,0.5163265306122449,0.6785714285714286,0.5186813186813186,0.5395604395604396,0.5722605965463108,0.06270510927396691,15
0.6546350479125976,0.013396198874478574,0.03320188522338867,0.0027858523428500276,gini,4,log2,400,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 400}",0.6234693877551021,0.5142857142857142,0.6932773109243697,0.5131868131868131,0.5417582417582418,0.5771954935820481,0.07060709867047613,11
0.8296443462371826,0.009135100895620562,0.03880200386047363,0.001166318488063218,gini,4,log2,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 500}",0.6438775510204082,0.526530612244898,0.6701680672268907,0.5164835164835164,0.5406593406593407,0.5795438175270109,0.06426599091606322,6
0.0006000995635986328,0.0004899793115016344,0.0,0.0,gini,6,auto,100,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 100}",,,,,,,,101
0.0005999565124511719,0.0004898625107454316,0.0,0.0,gini,6,auto,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 200}",,,,,,,,101
0.001999950408935547,0.0020000457763671873,0.0,0.0,gini,6,auto,300,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 300}",,,,,,,,101
0.0006000518798828125,0.0004899403160383116,0.0,0.0,gini,6,auto,400,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 400}",,,,,,,,101
0.00020017623901367188,0.00040035247802734376,0.0,0.0,gini,6,auto,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 500}",,,,,,,,101
0.17480926513671874,0.004874568682780065,0.011600589752197266,0.001854949214942625,gini,6,sqrt,100,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 100}",0.5948979591836734,0.5571428571428572,0.6428571428571429,0.5098901098901099,0.5274725274725275,0.5664521193092622,0.047858594381545355,22
0.34541845321655273,0.009457581174506855,0.021201086044311524,0.006013604313862697,gini,6,sqrt,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 200}",0.5908163265306122,0.5163265306122449,0.6533613445378151,0.5087912087912088,0.5131868131868133,0.5564964447317389,0.057141576495921456,59
0.5150276184082031,0.011950796986254179,0.02740135192871094,0.0020593936169416237,gini,6,sqrt,300,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 300}",0.5846938775510204,0.5224489795918368,0.6449579831932774,0.5131868131868131,0.5307692307692308,0.5592113768584357,0.04955911284032442,46
0.6914372444152832,0.023466923124806742,0.035201740264892575,0.0024819469744876317,gini,6,sqrt,400,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 400}",0.5959183673469388,0.5173469387755102,0.6701680672268907,0.5142857142857142,0.532967032967033,0.5661372241204173,0.059797433735320274,24
0.8672463417053222,0.017186898333257934,0.03920216560363769,0.003429398614887859,gini,6,sqrt,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 500}",0.5846938775510204,0.5142857142857143,0.6701680672268908,0.50989010989011,0.5296703296703297,0.5617416197248131,0.060419053842613785,38
0.17360901832580566,0.004499168941955463,0.011400890350341798,0.00101980480218204,gini,6,log2,100,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 100}",0.5806122448979592,0.5306122448979592,0.6155462184873949,0.49340659340659343,0.5505494505494506,0.5541453504478715,0.04177678124906519,73
0.34621849060058596,0.00879576029206565,0.018801069259643553,0.0009796859873338634,gini,6,log2,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 200}",0.5897959183673469,0.5306122448979592,0.6512605042016807,0.5241758241758242,0.5186813186813187,0.5629051620648259,0.05104570833031468,33
0.5222280025482178,0.014593750634758393,0.026201248168945312,0.001939049447763018,gini,6,log2,300,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 300}",0.596938775510204,0.5428571428571429,0.6554621848739496,0.5208791208791208,0.5582417582417583,0.5748757964724351,0.047325399991856566,13
0.7124382972717285,0.010249693036140654,0.032401752471923825,0.002332326219903588,gini,6,log2,400,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 400}",0.5938775510204082,0.5244897959183674,0.6701680672268908,0.5065934065934066,0.532967032967033,0.5656191707452212,0.05995137399618329,25
0.864046287536621,0.018783790352630447,0.04140210151672363,0.0047164197830922286,gini,6,log2,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 500}",0.5918367346938775,0.5173469387755102,0.6932773109243697,0.5142857142857142,0.5340659340659341,0.5701625265490812,0.06758948125256693,17
0.0008002281188964844,0.00040011430096383157,0.0,0.0,gini,8,auto,100,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'auto', 'n_estimators': 100}",,,,,,,,101
0.0006000518798828125,0.0004899403624467531,0.0,0.0,gini,8,auto,200,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'auto', 'n_estimators': 200}",,,,,,,,101
0.00019993782043457032,0.0003998756408691407,0.0,0.0,gini,8,auto,300,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'auto', 'n_estimators': 300}",,,,,,,,101
0.0007999420166015625,0.00039997115041960385,0.0,0.0,gini,8,auto,400,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'auto', 'n_estimators': 400}",,,,,,,,101
0.0010000705718994141,1.1680077279964343e-07,0.0,0.0,gini,8,auto,500,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'auto', 'n_estimators': 500}",,,,,,,,101
0.18240981101989745,0.0033824818807975396,0.011600589752197266,0.0011999925046043505,gini,8,sqrt,100,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 100}",0.5744897959183674,0.5,0.6743697478991597,0.5054945054945055,0.532967032967033,0.5574642164558131,0.064124679597254,54
0.3578190803527832,0.006493320842384194,0.02020106315612793,0.0016000449690190843,gini,8,sqrt,200,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 200}",0.5887755102040816,0.5316326530612245,0.6449579831932774,0.4879120879120879,0.5318681318681319,0.5570292732477606,0.05439584222111147,55
0.5564297199249267,0.010911084928339978,0.026201438903808594,0.0019390789525954059,gini,8,sqrt,300,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 300}",0.5775510204081633,0.5153061224489797,0.6806722689075632,0.5032967032967033,0.5263736263736263,0.5606399482870071,0.06513267487589461,41
0.733839464187622,0.010796756894816573,0.03480172157287598,0.004166766954955438,gini,8,sqrt,400,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 400}",0.5908163265306123,0.5193877551020408,0.6848739495798319,0.47912087912087914,0.5362637362637362,0.56209252931942,0.07109915993277739,36
0.9092486381530762,0.028132594104288772,0.04140219688415527,0.0037736651858702895,gini,8,sqrt,500,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 500}",0.576530612244898,0.5244897959183673,0.6890756302521008,0.4857142857142857,0.5197802197802197,0.5591181087819743,0.07117143172277972,47
0.18260984420776366,0.00941527115571297,0.011400508880615234,0.0010196271671922372,gini,8,log2,100,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 100}",0.5785714285714285,0.5438775510204081,0.6470588235294117,0.49010989010989015,0.5197802197802197,0.5558795826022717,0.05403968737572416,63
0.37862024307250974,0.01278466970083928,0.018801069259643553,0.001166318478315723,gini,8,log2,200,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 200}",0.5928571428571429,0.5224489795918367,0.6554621848739496,0.49120879120879124,0.5406593406593407,0.5605272878382122,0.05780588388685463,43
0.5404288291931152,0.017397375290674796,0.026201534271240234,0.0023152385202065647,gini,8,log2,300,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 300}",0.5642857142857143,0.539795918367347,0.6827731092436975,0.49670329670329666,0.5285714285714286,0.5624258934342967,0.06397595106041246,35
0.719638442993164,0.021454334983196575,0.03640193939208984,0.002332653322618479,gini,8,log2,400,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 400}",0.5755102040816327,0.5255102040816326,0.6596638655462185,0.4879120879120879,0.5340659340659341,0.5565324591375012,0.0586039626572483,58
0.9076485633850098,0.02236726909354453,0.042202186584472653,0.0036002291587209374,gini,8,log2,500,"{'criterion': 'gini', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 500}",0.5724489795918367,0.5275510204081633,0.6743697478991597,0.4978021978021978,0.5296703296703296,0.5603684550743374,0.06176751461533991,44
0.00040001869201660155,0.0004899208473093903,0.0,0.0,gini,10,auto,100,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 100}",,,,,,,,101
0.0006001472473144531,0.000490018183218949,0.0,0.0,gini,10,auto,200,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 200}",,,,,,,,101
0.0006000041961669922,0.0004899013824479931,0.0,0.0,gini,10,auto,300,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 300}",,,,,,,,101
0.0008001327514648438,0.0004000664041494148,0.0,0.0,gini,10,auto,400,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 400}",,,,,,,,101
0.0007998943328857422,0.0003999471771024199,0.0,0.0,gini,10,auto,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 500}",,,,,,,,101
0.19561052322387695,0.008309509039279355,0.010600519180297852,0.0004897456635623499,gini,10,sqrt,100,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",0.5704081632653061,0.526530612244898,0.7037815126050421,0.4989010989010989,0.5274725274725274,0.5654187828977746,0.07286418776093675,28
0.3726199150085449,0.007144689104692037,0.01980113983154297,0.0019391969850235222,gini,10,sqrt,200,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 200}",0.5775510204081633,0.5224489795918368,0.6617647058823529,0.4868131868131868,0.5439560439560439,0.5585067873303167,0.05945879673182299,50
0.5594301223754883,0.007172660490576466,0.02500119209289551,0.0012650455891074488,gini,10,sqrt,300,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 300}",0.5571428571428572,0.5428571428571429,0.6764705882352942,0.48021978021978023,0.5340659340659341,0.5581512605042016,0.06463406036392576,52
0.7396396160125732,0.01731661907340022,0.034201765060424806,0.0023152508560117255,gini,10,sqrt,400,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 400}",0.5785714285714285,0.5173469387755103,0.6533613445378151,0.4978021978021978,0.5208791208791208,0.5535922061132145,0.05669961713073926,75
0.9372501373291016,0.008376413705564377,0.03920207023620605,0.0007484938951437034,gini,10,sqrt,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 500}",0.5755102040816327,0.5295918367346939,0.657563025210084,0.49340659340659343,0.5153846153846154,0.5542912549635239,0.05821689137802345,71
0.1882099151611328,0.00386816679790982,0.011200857162475587,0.0003999710367245498,gini,10,log2,100,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",0.586734693877551,0.536734693877551,0.6701680672268908,0.4945054945054945,0.5241758241758241,0.5624637547326623,0.06153953647655149,34
0.3674196720123291,0.006829730407868645,0.020001029968261717,0.00178888467895342,gini,10,log2,200,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 200}",0.5795918367346939,0.5153061224489797,0.6449579831932774,0.48571428571428577,0.5230769230769231,0.549729430233632,0.05648628082150701,91
0.5588298797607422,0.01741815024022539,0.026401376724243163,0.002244967660691437,gini,10,log2,300,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 300}",0.55,0.5214285714285715,0.6722689075630253,0.489010989010989,0.5252747252747253,0.5515966386554622,0.06337864732533394,85
0.7372395515441894,0.014635061751916834,0.034601879119873044,0.003826419050911324,gini,10,log2,400,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 400}",0.5612244897959184,0.5142857142857142,0.6680672268907564,0.48681318681318686,0.5307692307692307,0.5522319697109613,0.06273572641309375,83
0.9372793197631836,0.00818652958931135,0.040201997756958006,0.0007483664810962818,gini,10,log2,500,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 500}",0.5775510204081633,0.5285714285714286,0.6628151260504201,0.5010989010989011,0.5241758241758241,0.5588424600609474,0.057641573704850145,49
0.0008000373840332031,0.000400018706226792,0.0,0.0,gini,12,auto,100,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'auto', 'n_estimators': 100}",,,,,,,,101
0.0012000560760498046,0.000400018706226792,0.0,0.0,gini,12,auto,200,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'auto', 'n_estimators': 200}",,,,,,,,101
0.00039992332458496096,0.0004898040465379741,0.0,0.0,gini,12,auto,300,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'auto', 'n_estimators': 300}",,,,,,,,101
0.00020003318786621094,0.0004000663757324219,0.0,0.0,gini,12,auto,400,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'auto', 'n_estimators': 400}",,,,,,,,101
0.00039997100830078123,0.0004898624411217046,0.0,0.0,gini,12,auto,500,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'auto', 'n_estimators': 500}",,,,,,,,101
0.18600993156433104,0.0053294140712796655,0.011600732803344727,0.0004898819214545809,gini,12,sqrt,100,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",0.5520408163265307,0.5255102040816326,0.6302521008403361,0.4791208791208791,0.534065934065934,0.5441979868870626,0.049302620980357835,96
0.3636192798614502,0.006248332984943703,0.02240123748779297,0.0018551291795490144,gini,12,sqrt,200,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 200}",0.5591836734693878,0.536734693877551,0.6281512605042017,0.4791208791208791,0.5098901098901099,0.5426161233724259,0.05045388511161164,98
0.5586297512054443,0.016895822955394005,0.026401472091674805,0.0025768291429620195,gini,12,sqrt,300,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 300}",0.5438775510204082,0.5193877551020408,0.6659663865546218,0.4846153846153846,0.5230769230769231,0.5473848000738757,0.06227134232770047,92
0.7504693984985351,0.019360655354369413,0.034801912307739255,0.003310818676159948,gini,12,sqrt,400,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 400}",0.5653061224489796,0.5183673469387755,0.680672268907563,0.48791208791208796,0.5197802197802197,0.5544076091975251,0.06779550550787714,69
0.9492602825164795,0.02817922055337276,0.04272298812866211,0.002740838845323442,gini,12,sqrt,500,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 500}",0.5622448979591836,0.5142857142857142,0.6334033613445379,0.4824175824175824,0.5098901098901099,0.5404483331794256,0.0531066533860597,99
0.1934103012084961,0.00205911575076634,0.010800838470458984,0.0007483919474121718,gini,12,log2,100,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 100}",0.5724489795918367,0.5091836734693878,0.6764705882352942,0.4868131868131868,0.5351648351648352,0.5560162526549081,0.06662794891200371,61
0.37662014961242674,0.012564023833890178,0.019001102447509764,0.002280373773513818,gini,12,log2,200,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 200}",0.5693877551020409,0.5102040816326532,0.6659663865546219,0.4813186813186814,0.5219780219780219,0.5497709853172038,0.0646682233041509,90
0.5562587738037109,0.007570250446996975,0.02880129814147949,0.00203990887570119,gini,12,log2,300,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 300}",0.5489795918367347,0.5153061224489796,0.6407563025210083,0.47802197802197804,0.5098901098901099,0.5385908209437621,0.05582151004485499,100
0.7689591884613037,0.02790687392566859,0.03587617874145508,0.00564566742384303,gini,12,log2,400,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 400}",0.5683673469387756,0.5163265306122449,0.6659663865546218,0.4912087912087912,0.5241758241758241,0.5532089758980515,0.06162997881108103,77
0.9670609474182129,0.01625697197397832,0.03900232315063477,0.0010954963659153077,gini,12,log2,500,"{'criterion': 'gini', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 500}",0.5785714285714286,0.5224489795918368,0.6470588235294118,0.49340659340659343,0.5274725274725275,0.5537916705143596,0.05410030932061686,74
